id,sentence,e1_pos,e2_pos,relation,label
254,the team used the newly developed nanoparticle to build therapies for treating individuals with cardiovascular disease,1,5,"Instrument-Agency(e2,e1)",6
255,tobia made a stunning revelation in a phone call in september 2002,4,7,"Message-Topic(e2,e1)",2
256,it was also home to a bale of snapping turtles and a siege of great blue herons,12,16,"Member-Collection(e2,e1)",16
257,"the indenter is pushed into the material , and both the load and displacement increase",1,6,"Entity-Destination(e1,e2)",7
258,the latest issue of five bells has been sent to poet union members,2,12,"Entity-Destination(e1,e2)",7
259,cruisers and large yachts have much more sophisticated fittings that that require more skills,0,8,"Component-Whole(e2,e1)",12
260,the accused killed the victim with a kirpan and separated the head from the body and threw it in a canal near nabha,1,7,"Instrument-Agency(e2,e1)",6
261,there are enough gills there to serve the oxygen demands of an entire shiver of whale sharks,13,16,"Member-Collection(e2,e1)",16
262,the inhabitants send messages to each other by placing the message in a capsule and placing the capsule in a message tube,17,21,"Entity-Destination(e1,e2)",7
263,the finished doll was made with stockings for the face and a baby sock for the body,2,6,"Component-Whole(e2,e1)",12
264,it is the document repository of extremely valuable archival documents illustrating the history of the spanish empire,9,12,"Message-Topic(e1,e2)",1
265,"this `` all around immature nice guy '' is , above all , a choreographer , having devised the moves to the film adaptation of hairspray",14,19,Other,0
266,"the state has assembled a 230 million incentive package to lure the project , which could mean as many as 9000 jobs",1,9,Other,0
267,"when you strike someone with a bottle full of carbonated beverage , apparently a vacuum is created and then quickly refills , which is somehow capable of breaking the glass",6,9,"Content-Container(e2,e1)",18
268,welding wire is coiled in a pail and used as an electrode in an automatic or semiautomatic welding operation,1,6,"Content-Container(e1,e2)",17
269,the stong earthquake caused a blackout on the sound stage and short circuited some of the neon tubed violins,2,5,"Cause-Effect(e1,e2)",9
270,various configurations have been illustrated in the drawings,1,7,"Message-Topic(e2,e1)",2
271,avci was the head of the chief of the police in diyarbakir between 1984 and 1992,3,9,"Member-Collection(e1,e2)",15
272,"the series comprises some re issues of the previous books , as well as new titles",1,14,"Component-Whole(e2,e1)",12
273,the agitating students also put up a barricade on the dhaka mymensingh highway disrupting vehicular movement for about two hours from 10 30am to 12 30pm,2,7,"Product-Producer(e2,e1)",4
274,the solution comprises the creation of a decentralized internet host name resolution system with flat hierarchy on the basis of metrized small world data structure,1,4,Other,0
275,"tension release by mega food contains sensoril , a clinically studied extract of a ashwagandha that helps to inhibit fatigue and physical tension from everyday stress",22,25,"Cause-Effect(e2,e1)",10
276,"with an innate desire to know and to do , mankind has progressed past placing a dead fish in every hill of corn , beans and squash",20,22,Other,0
277,"mayans charted venus 's motion across the sky , poured chocolate into jars and interred them with the dead",10,12,"Entity-Destination(e1,e2)",7
278,the elephant descended from an aquatic animal,1,6,"Entity-Origin(e1,e2)",13
279,"a special meeting of the shareholders of lydia diamond was held on december 23rd , 2009 and the sale was approved by the shareholders",2,5,Other,0
280,he inserted a needle into the tattoo machine,3,7,"Entity-Destination(e1,e2)",7
281,"the aim of this study , therefore , was to examine the embryo quality obtained from vitrified , warmed oocytes in a standard infertility population",13,19,Other,0
282,the letter was sent from group to group of the dispersed believers to try and build them up `` to encourage them '' to fill them with hope,1,7,"Entity-Destination(e1,e2)",7
283,"cardiovascular disease is one of the leading causes of morbidity and mortality in the uk , as well as in the developed and the developing world",0,9,"Cause-Effect(e1,e2)",9
284,"the level surface closest to the mss , known as the geoid , departs from an ellipsoid by about 100 m in each direction",11,16,Other,0
285,"after soaking them overnight , we slipped the beans into a fairly wide necked wine flask that 's been peeled of its straw wrapper",8,14,"Entity-Destination(e1,e2)",7
286,dizziness from nasal and sinus pressure usually can be seen on a good nasal examination and a ct of the sinuses,0,4,"Cause-Effect(e2,e1)",10
287,students actually benefit from study through an sts approach,4,8,"Instrument-Agency(e2,e1)",6
288,"in the 2006 campaign , the governor won the hispanic vote with appearances such as one at casa de maryland",6,12,Other,0
289,"the bomb was hidden in a handcart near the mar toma church , also known as church of st thomas , in the city of mosul",1,6,"Content-Container(e1,e2)",17
290,"she does , however , remember walking through campus when a chipper salesman gave her a fistful of bright orange coupons offering her and her friends complimentary slices of pizza",16,20,"Member-Collection(e2,e1)",16
291,i have imported an audio book into the software,5,8,"Entity-Destination(e1,e2)",7
292,the soldiers moved into the deep jungle,1,6,"Entity-Destination(e1,e2)",7
293,"the chair of the corporation , at the time of election , shall be either a former president , the retiring president , or a member \( not emeritus \) of the corporation",1,4,Other,0
294,the hole was found in a piece of the package that was ripped off near its edge,1,6,Other,0
295,"the mummy originally was inside a wooden coffin , which had deteriorated",1,6,"Content-Container(e1,e2)",17
296,this meeting establishes the laws which govern the church and the priorities for the coming year,1,4,"Cause-Effect(e1,e2)",9
297,"the game was sealed in the original packing , unopened and untouched",1,7,"Content-Container(e1,e2)",17
298,the oculomotor nerve rests in a cistern within the sinus roof,2,6,"Component-Whole(e1,e2)",11
299,a baby girl was murdered and her body stuffed in a sack and dumped in a water body in the capital 's pallabi area,7,11,"Entity-Destination(e1,e2)",7
300,the new model is moving into new territory with revisions,2,7,"Entity-Destination(e1,e2)",7
301,he also pointed out that on the sabbath the priests broke the commandment with priestly work,9,15,Other,0
302,the sagas developed from the oral culture of the viking age,1,5,"Entity-Origin(e1,e2)",13
303,hogarth also decorated the walls of the hospital with works of art donated by contemporary british artists,4,7,"Component-Whole(e1,e2)",11
304,they are storing the solution in a non food refrigerator to avoid degradation and transfer what is immediately needed to a spray bottle for manual cleaning,4,8,"Content-Container(e1,e2)",17
305,"in a desperate attempt , the company poured money into the project",8,11,"Entity-Destination(e1,e2)",7
306,"my grandparents rest beneath a stone that shows a farmer plowing with a mule , an emblem of the way they began their lives together back in the 1930s",9,13,"Instrument-Agency(e2,e1)",6
307,the temperature at which flower buds are injured depends,4,5,"Component-Whole(e2,e1)",12
308,her clothes were in a box with no lid sitting on the next higher step,1,5,"Content-Container(e1,e2)",17
309,the venter encloses a venter canal cell and an egg cell,1,6,"Component-Whole(e2,e1)",12
310,"feedback , as defined earlier in this chapter , is information that can be used to modify or maintain previous behaviours",0,7,"Message-Topic(e2,e1)",2
311,"the train arrives from a distant point and bears down on the viewer , finally crossing the lower edge of the screen",1,6,"Entity-Origin(e1,e2)",13
312,"in a shocking incident , the body of a 10 year old school boy , a resident of jaylal munshi ka rasta in nahargarh area , was found in a sack with his mouth glued with feviquick on the railway tracks near chanani railway station in niwai area of tonk district on thursday evening",6,28,"Content-Container(e1,e2)",17
313,"he likewise directed edric to fling out his nets , who was rewarded with a miraculous draught of salmons",16,18,"Member-Collection(e2,e1)",16
314,"five has launched a website , holy soap , dedicated to popular television soap operas across all channels",4,13,"Message-Topic(e1,e2)",1
315,"the aroon indicator system consists of two lines , 'aroon \( up \) ' and 'aroon \( down \) '",3,7,"Component-Whole(e2,e1)",12
316,the fire started when the owner lit a fire behind the house,5,8,"Product-Producer(e2,e1)",4
317,a street writer who specialises in love letters becomes involved with one of the addressees,2,7,"Product-Producer(e2,e1)",4
318,the name of the aquarium was derived from a public vote amongst japanese people,1,10,"Entity-Origin(e1,e2)",13
319,she has fetched the poodle into the same acre of ground as pup,4,8,"Entity-Destination(e1,e2)",7
320,"phobia like fear from crowd , fear from insects , fear from height etc all contribute in developing the anxiety disorder",2,4,"Cause-Effect(e2,e1)",10
321,the avalanches originated in an extensive mass of rock that had previously been hydrothermally altered in large part to clay,1,6,"Entity-Origin(e1,e2)",13
322,the exhibition describes the fight against the forces of nature that has been central to the history of vasa ever since it sunk in 1628,1,4,"Message-Topic(e1,e2)",1
